Date,City,Category,Product,Units_Sold,Unit_Price,Revenue
2024-01-07,Chennai,Home,Sofa,14,388,5432
2024-03-24,Mumbai,Groceries,T-Shirt,14,1668,23352
2024-07-26,Mumbai,Home,Rice,8,1935,15480
2024-11-09,Chennai,Groceries,Rice,4,1911,7644
2024-01-22,Mumbai,Electronics,Shampoo,7,1112,7784
2024-01-03,Delhi,Groceries,T-Shirt,19,978,18582
2024-05-06,Hyderabad,Electronics,Rice,15,1543,23145
2024-10-23,Mumbai,Electronics,Sofa,4,106,424
2024-07-06,Mumbai,Groceries,Shampoo,19,1283,24377
2024-12-27,Chennai,Apparel,Rice,9,339,3051
2024-01-14,Delhi,Groceries,Soap,13,1546,20098
2024-01-12,Hyderabad,Personal Care,Laptop,14,635,8890
2024-03-27,Chennai,Personal Care,Phone,14,1849,25886
2024-01-12,Chennai,Apparel,T-Shirt,10,169,1690
2024-01-25,Delhi,Electronics,Sofa,16,315,5040
2024-10-27,Hyderabad,Apparel,Bed,5,1227,6135
2024-08-30,Delhi,Personal Care,Oil,6,1850,11100
2024-05-01,Hyderabad,Apparel,Sofa,2,1177,2354
2024-05-26,Delhi,Groceries,Rice,13,905,11765
2024-02-24,Chennai,Apparel,Sofa,13,429,5577
2024-08-25,Chennai,Electronics,Bed,19,947,17993
2024-12-21,Bengaluru,Groceries,Oil,18,1326,23868
2024-06-21,Mumbai,Home,Shampoo,19,1411,26809
2024-08-08,Delhi,Personal Care,Rice,1,144,144
2024-04-28,Bengaluru,Personal Care,Jeans,8,928,7424
2024-11-04,Mumbai,Apparel,Rice,16,297,4752
2024-07-01,Delhi,Groceries,Phone,2,1339,2678
2024-10-14,Hyderabad,Home,Jeans,8,1604,12832
2024-11-02,Mumbai,Groceries,Phone,6,1432,8592
2024-10-26,Chennai,Personal Care,Bed,16,995,15920
2024-03-22,Bengaluru,Groceries,T-Shirt,11,1558,17138
2024-07-29,Mumbai,Home,Oil,17,431,7327
2024-05-29,Mumbai,Apparel,Laptop,19,795,15105
2024-02-06,Chennai,Electronics,Shampoo,11,126,1386
2024-12-17,Delhi,Groceries,Laptop,8,1289,10312
2024-11-07,Hyderabad,Electronics,Soap,4,417,1668
2024-12-26,Chennai,Personal Care,Soap,11,1397,15367
2024-02-28,Hyderabad,Apparel,Bed,8,1506,12048
2024-05-10,Delhi,Apparel,T-Shirt,9,464,4176
2024-07-20,Mumbai,Groceries,Soap,2,1226,2452
2024-08-30,Hyderabad,Apparel,Rice,16,1059,16944
2024-02-04,Bengaluru,Groceries,Sofa,6,1626,9756
2024-04-02,Bengaluru,Groceries,Phone,19,1968,37392
2024-07-25,Chennai,Electronics,Soap,8,472,3776
2024-12-18,Delhi,Apparel,Bed,14,1739,24346
2024-11-27,Chennai,Groceries,Phone,16,344,5504
2024-10-31,Chennai,Electronics,Rice,12,1940,23280
2024-12-15,Chennai,Home,T-Shirt,5,1292,6460
2024-07-31,Bengaluru,Electronics,Oil,19,1751,33269
2024-06-07,Bengaluru,Electronics,Laptop,18,1776,31968
2024-01-24,Chennai,Groceries,Rice,9,1541,13869
2024-10-19,Bengaluru,Personal Care,Shampoo,2,1479,2958
2024-01-04,Delhi,Personal Care,Jeans,12,577,6924
2024-08-07,Chennai,Personal Care,Bed,2,224,448
2024-12-29,Bengaluru,Electronics,Laptop,10,636,6360
2024-01-20,Hyderabad,Groceries,Shampoo,1,805,805
2024-05-31,Chennai,Apparel,Oil,4,1735,6940
2024-02-19,Chennai,Electronics,Shampoo,12,1525,18300
2024-06-25,Delhi,Electronics,T-Shirt,9,1640,14760
2024-04-05,Mumbai,Groceries,Jeans,4,630,2520
2024-04-14,Mumbai,Home,Phone,9,1805,16245
2024-09-06,Delhi,Electronics,Laptop,6,885,5310
2024-04-26,Delhi,Home,Jeans,1,353,353
2024-12-19,Delhi,Home,Sofa,10,220,2200
2024-08-15,Mumbai,Personal Care,Rice,14,1155,16170
2024-03-06,Delhi,Groceries,Sofa,18,760,13680
2024-11-30,Bengaluru,Home,Rice,6,1901,11406
2024-09-18,Chennai,Groceries,T-Shirt,18,1160,20880
2024-10-21,Chennai,Personal Care,Jeans,16,1812,28992
2024-08-30,Hyderabad,Groceries,Oil,15,1465,21975
2024-07-04,Hyderabad,Electronics,Soap,16,1136,18176
2024-09-02,Chennai,Home,Shampoo,8,1306,10448
2024-05-04,Bengaluru,Groceries,Soap,13,1780,23140
2024-09-24,Mumbai,Apparel,Jeans,11,1388,15268
2024-05-10,Mumbai,Groceries,Sofa,7,187,1309
2024-08-24,Bengaluru,Home,Soap,17,1585,26945
2024-01-18,Mumbai,Personal Care,Bed,18,145,2610
2024-02-09,Delhi,Personal Care,Soap,19,1515,28785
2024-01-21,Chennai,Home,Rice,13,1242,16146
2024-08-12,Chennai,Electronics,Bed,15,1032,15480
2024-12-20,Bengaluru,Electronics,Laptop,1,1654,1654
2024-10-08,Mumbai,Personal Care,Soap,16,1570,25120
2024-01-08,Hyderabad,Personal Care,Bed,5,1855,9275
2024-04-09,Hyderabad,Home,Jeans,3,844,2532
2024-08-27,Mumbai,Electronics,Shampoo,10,1729,17290
2024-03-27,Hyderabad,Personal Care,Laptop,19,1066,20254
2024-10-24,Bengaluru,Electronics,Oil,5,862,4310
2024-01-14,Bengaluru,Personal Care,Oil,7,861,6027
2024-11-29,Mumbai,Groceries,T-Shirt,14,893,12502
2024-01-02,Hyderabad,Apparel,Soap,3,843,2529
2024-10-19,Bengaluru,Groceries,Shampoo,13,1169,15197
2024-11-20,Bengaluru,Personal Care,Phone,13,1631,21203
2024-02-10,Delhi,Apparel,Bed,10,657,6570
2024-11-13,Delhi,Apparel,Laptop,2,625,1250
2024-11-11,Bengaluru,Personal Care,Jeans,6,696,4176
2024-04-20,Mumbai,Personal Care,Soap,8,1954,15632
2024-01-14,Chennai,Electronics,Jeans,4,939,3756
2024-08-18,Chennai,Personal Care,Phone,12,102,1224
2024-03-24,Bengaluru,Home,T-Shirt,15,1151,17265
2024-05-09,Bengaluru,Personal Care,Phone,8,1504,12032
2024-08-18,Bengaluru,Home,Rice,7,256,1792
2024-11-21,Mumbai,Personal Care,Sofa,14,954,13356
2024-05-24,Delhi,Electronics,Laptop,19,610,11590
2024-12-10,Bengaluru,Home,Sofa,14,1456,20384
2024-01-28,Bengaluru,Groceries,Phone,13,1967,25571
2024-03-06,Hyderabad,Home,T-Shirt,1,786,786
2024-06-11,Mumbai,Electronics,T-Shirt,19,1237,23503
2024-08-16,Bengaluru,Home,Oil,1,1512,1512
2024-09-17,Hyderabad,Personal Care,Soap,4,1610,6440
2024-06-12,Chennai,Personal Care,Oil,10,1966,19660
2024-10-27,Bengaluru,Electronics,Laptop,3,1373,4119
2024-10-29,Bengaluru,Apparel,Laptop,9,670,6030
2024-10-13,Hyderabad,Personal Care,Laptop,3,814,2442
2024-01-10,Mumbai,Groceries,Jeans,6,1438,8628
2024-07-13,Bengaluru,Electronics,Oil,6,338,2028
2024-04-27,Chennai,Home,Jeans,12,1357,16284
2024-09-26,Bengaluru,Home,Sofa,1,402,402
2024-03-20,Chennai,Groceries,Soap,16,706,11296
2024-04-02,Delhi,Personal Care,Phone,5,1090,5450
2024-09-22,Delhi,Electronics,Bed,9,1776,15984
2024-11-27,Chennai,Groceries,Oil,10,433,4330
2024-12-15,Mumbai,Personal Care,Bed,13,212,2756
2024-12-26,Bengaluru,Electronics,T-Shirt,15,1744,26160
2024-09-13,Bengaluru,Home,Oil,12,461,5532
2024-05-12,Delhi,Electronics,Sofa,5,1980,9900
2024-10-02,Chennai,Apparel,Oil,5,900,4500
2024-09-20,Bengaluru,Electronics,Jeans,18,196,3528
2024-06-19,Bengaluru,Apparel,Soap,12,1970,23640
2024-01-01,Mumbai,Electronics,Phone,3,115,345
2024-11-08,Hyderabad,Apparel,Shampoo,7,655,4585
2024-03-04,Delhi,Home,Phone,17,475,8075
2024-10-10,Delhi,Personal Care,Phone,19,841,15979
2024-04-30,Hyderabad,Apparel,T-Shirt,18,489,8802
2024-04-16,Bengaluru,Apparel,Sofa,1,719,719
2024-06-23,Mumbai,Home,Bed,5,1340,6700
2024-07-22,Mumbai,Apparel,Sofa,2,1522,3044
2024-06-13,Delhi,Groceries,Shampoo,1,1383,1383
2024-10-31,Mumbai,Home,T-Shirt,7,923,6461
2024-04-29,Hyderabad,Groceries,Soap,11,419,4609
2024-02-13,Bengaluru,Home,Phone,11,295,3245
2024-11-07,Hyderabad,Apparel,Jeans,18,1601,28818
